y_true,y_pred
1.1894368746857689,1.1894339834179117
0.4867509226094613,0.48674074936943046
0.6212101753250275,0.6211976280045741
0.39312600310227686,0.39309171389718417
1.2071935641888691,1.207152826983659
0.5837273864331475,0.5836909993937465
0.3354170451414876,0.3354129938076132
1.1159089452581723,1.115904574482865
0.5850682542767696,0.585053928819357
0.8329152930289773,0.8330320941697735
0.298678951500749,0.2986550334840423
1.3365534790899762,1.336561378123001
0.8633430976579569,0.8633464487584931
0.7983806018222651,0.7986002598056792
1.108351453999397,1.108335247677076
0.09323816850943048,0.09322484784726737
1.0425611472014331,1.0425586864173213
0.6029473352112696,0.6029116473904683
0.5487862689204159,0.5488134226122668
0.39759750163806706,0.3975958408785678
0.7688106812050547,0.768798032940201
0.34032405062005444,0.34033244164968546
0.6093774285027603,0.6094076974348962
0.6120699438526173,0.6120566118740655
0.6426722669687657,0.6426775351892436
0.15819953388092767,0.15819379293975278
0.08072064453658398,0.08071857203372812
1.2506847330972255,1.2506786830749173
0.7755448389325793,0.7755648354127817
1.0441840159252724,1.0441935849995234
0.3831626807223893,0.38320287037148376
0.9482557710569106,0.9482422108716593
0.4127066535006703,0.4127267481025864
0.04421201626680115,0.04419047743451121
0.4486115419690888,0.44853827245797623
1.0907376449859558,1.0909623985752663
0.6380772363739214,0.6380797733310154
0.6394249039154847,0.6394378418572083
0.376876467364086,0.37685919098888454
0.8428442242559213,0.8428429752272844
0.13006150205779776,0.1300768738096989
0.33752650316148086,0.3375193368611654
0.7396048089493361,0.7395717171658213
0.18090523778420636,0.18092108718847988
0.08244332544588392,0.08244969245467437
0.24286224916804683,0.24285544667121967
0.7408372815336179,0.7408443292393068
0.27993641596789953,0.2801004051414095
1.0288736924674746,1.0288897426983328
0.9890402373730072,0.989063348589087
0.45849423310152754,0.4585099278005687
0.5209261842249451,0.5209274818590792
0.6979263485955883,0.6979561967761841
0.3817780957910041,0.3817660037824332
0.7568910491722758,0.7568803608605393
0.8663922558715923,0.8663810173209763
1.2776604755204988,1.2776901704432053
0.25288364291132004,0.2528649495252972
0.9772427879927459,0.9772343426669005
1.2968813043955925,1.2968947435485934
0.31420700956011266,0.3141958197480184
0.9568941335933224,0.9568816094339878
0.6495983585881308,0.6496141480713903
0.24833995291707145,0.2482956373971944
0.7208875574447011,0.7209025655533547
0.26207139257740886,0.26204539254835624
0.2400052145656549,0.24000734879191565
0.6682923434307269,0.6682958352369096
0.24388450141237075,0.24381462387484387
0.8322646682816329,0.8322668896396868
1.0820802051280975,1.0820789078701492
0.7569250588276017,0.7569141718750301
0.5498003827622682,0.5498255682491263
1.2971045291161227,1.2971260144373638
0.528426926082828,0.5284228821758822
0.5201510110124252,0.5201645129898302
0.7784032544582375,0.778403167799683
1.1738589229072327,1.1738273498724265
0.20087356595789743,0.20086779712965175
0.5959556196033121,0.5959543882422207
0.248921732092088,0.24895993312695813
1.2487055316703,1.2487235380466226
0.6338246013756164,0.633827907277685
1.0432133723753403,1.0432065315786976
0.9991865126238848,0.999188556390991
0.8442197053584307,0.8442146291868797
1.1926514137722104,1.1926714924300468
0.4665100655953377,0.466571515218982
0.464572873880624,0.4645659962472316
0.8666756924636787,0.8666764318404272
0.4378900225453046,0.43788358337732664
0.824923856482355,0.8249292485128333
0.2357941003629979,0.23579220799851552
0.44533163781202023,0.4452982850606645
1.3043046232501552,1.3043023785840449
1.0673142461289893,1.0673420955939663
0.4551670159125528,0.4551525893988573
0.7664844204241443,0.7664938856019063
1.2203605132269688,1.2203508076173102
0.9680546200906023,0.968058182171069
0.00987565919454404,0.009923933724963363
0.700191613949584,0.700200721154909
0.7209662958845064,0.7209440879049588
0.4444995720997708,0.4444891565064775
0.8461660903966727,0.8461682827390343
0.26610867119523407,0.26611060983834356
0.25536303858556847,0.25534016797397446
0.2546571831766839,0.25470583161298005
0.15097486423904707,0.15097597439153687
0.3129217267279242,0.31296387909689877
0.43075178723973856,0.4307464808683088
1.0112879405582416,1.0112660021451594
1.14904615178417,1.1490440639299633
1.0914138742197492,1.0914269982122917
0.30187750197959007,0.301847322402174
1.1374621526440851,1.137467510598042
0.32190328620082825,0.3219474796513193
0.7326757347434119,0.7326612864092603
0.09867894080294085,0.098657852475029
0.6541146328156755,0.6541013445720858
0.7357026804081911,0.735712212815769
0.7019782001875816,0.7019783939851092
0.08192326939476918,0.08190490763338865
0.31428225534329807,0.31426750022035294
0.7044431480134105,0.7044333608436741
0.6956160514065679,0.6956454510320986
1.0252878160832903,1.0252962666932457
1.032486582422809,1.0324959805708303
0.800294919482571,0.8003086191042353
0.745476483329188,0.7454719527233559
0.736841079109379,0.7368419891038257
1.0335787397418748,1.0335854265809195
0.6038150752347924,0.6038107772054849
0.05412627143135488,0.0545376973507089
1.0917114166084823,1.0916782899955115
0.5866676892773892,0.5866716698099127
1.0036414829484372,1.0036046167368473
0.1017075106651013,0.10172748020635292
1.1620387345569583,1.1620430044320078
1.0401678175081892,1.040155407575299
0.4927159483561172,0.49266382140781423
1.169543710838706,1.169528985977014
0.3550113393789267,0.35500681617649943
1.2992841415730028,1.2992933351502263
0.10921724217480829,0.10922590832407475
0.7537789212549159,0.7537788790448563
0.25610803646050656,0.2561102166350269
1.3219522495591298,1.321955267446632
1.1130879356896395,1.1131257076471668
0.2708033931237862,0.27082443889872443
